date,nino12_sst,nino12_ssta,nino3_sst,nino3_ssta,nino34_sst,nino34_ssta,nino4_sst,nino4_ssta
2007-12-22,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-23,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-24,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-25,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-26,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
2007-12-27,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
2007-12-28,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
2007-12-29,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
2007-12-30,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
2007-12-31,22.0,1.3,23.9,1.4,25.5,1.1,27.5,0.8
